HID,SQ1,SQ2,SQ3,DQ3,DQ4,Q1,BA01_1,BA01,BA02,BA03,BA04,BA05,WT
41002,1,1,1,3,8,1,1,1,1,3,3,7,1.50685899639671
41005,1,1,1,1,5,2,1,1,1,1,1,5,3.28402448697807
41007,1,1,1,2,7,1,1,1,1,2,2,7,1.48236980487118
41011,1,1,1,3,8,2,1,1,1,4,3,7,2.56159987867077
41014,1,1,1,3,9,1,1,1,1,3,3,7,1.50685899639671
41016,1,1,1,3,7,2,1,1,1,3,3,7,1.50685899639671
41017,1,1,1,3,9,2,1,1,1,3,3,7,1.50685899639671
41020,1,1,1,2,7,2,1,1,1,2,2,7,1.48236980487118
41024,1,1,1,3,10,2,1,1,1,4,3,7,2.56159987867077
41027,1,1,1,3,9,2,1,1,1,3,3,7,1.50685899639671
42002,1,1,3,3,7,1,1,1,1,3,3,7,.725310537768369
42004,1,1,3,3,7,1,1,1,1,3,3,7,.725310537768369
42005,1,1,3,3,4,2,1,1,1,3,3,4,.725310537768369
42007,1,1,3,2,8,2,1,1,1,2,2,7,.713522926109038
42008,1,1,3,2,3,1,1,1,1,2,2,3,.713522926109038
42011,1,1,3,2,5,2,1,1,1,2,2,5,.713522926109038
42012,1,1,3,3,6,1,1,1,1,4,3,6,1.23299883399106
42013,1,1,3,3,6,1,1,1,1,4,3,6,1.23299883399106
42015,1,1,3,3,5,2,1,1,1,3,3,5,.725310537768369
42016,1,1,3,2,7,2,1,1,1,2,2,7,.713522926109038
43001,1,1,3,1,3,2,1,1,1,1,1,3,1.61792388161665
43003,1,1,2,3,7,2,1,1,1,3,3,7,2.42870843063694
43004,1,1,2,3,6,2,1,1,1,3,3,6,2.42870843063694
43006,1,1,2,2,7,2,1,1,1,2,2,7,2.38923751394218
43008,1,1,3,3,8,2,1,1,1,4,3,7,1.26201057126144
43009,1,1,2,2,6,2,1,1,1,2,2,6,2.38923751394218
43011,1,1,2,2,7,2,1,1,1,3,2,7,2.42870843063694
43012,1,1,3,3,8,2,1,1,1,4,3,7,1.26201057126144
43014,1,1,3,3,6,2,1,1,1,4,3,6,1.26201057126144
43016,1,1,3,3,6,2,1,1,1,3,3,6,.742376668068801
44002,1,1,3,2,6,1,1,1,1,2,2,6,.793269606085931
44003,1,1,3,3,6,2,1,1,1,3,3,6,.806374656695421
44005,1,1,3,3,6,2,1,1,1,3,3,6,.806374656695421
44006,1,1,3,3,6,2,1,1,1,4,3,6,1.37080458602535
44009,1,1,3,3,6,2,1,1,1,2,3,6,.793269606085931
44011,1,1,3,2,6,2,1,1,1,2,2,6,.793269606085931
44013,1,1,3,2,6,2,1,1,1,2,2,6,.793269606085931
44015,1,1,3,3,6,2,1,1,1,3,3,6,.806374656695421
44017,1,1,3,3,6,2,1,1,1,2,3,6,.793269606085931
44018,1,1,3,2,5,2,1,1,1,2,2,5,.793269606085931
45001,1,1,3,1,3,2,1,1,1,1,1,3,1.37616514068542
45003,1,1,3,2,5,2,1,1,1,2,2,5,.621184665083163
45006,1,1,3,3,4,2,1,1,1,3,3,4,.631446821115991
45009,1,1,3,2,5,2,1,1,1,2,2,5,.621184665083163
45010,1,1,3,1,3,2,1,1,1,1,1,3,1.37616514068542
45012,1,1,3,3,6,2,1,1,1,3,3,6,.631446821115991
45014,1,1,3,3,6,2,1,1,1,3,3,6,.631446821115991
45016,1,1,3,1,3,2,1,1,1,1,1,3,1.37616514068542
45018,1,1,3,3,5,2,1,1,1,4,3,5,1.07343427900398
45019,1,1,3,2,5,2,1,1,1,2,2,5,.621184665083163
46001,1,1,2,3,7,2,1,1,1,3,3,7,3.09869696322645
46002,1,1,2,3,6,1,1,1,1,3,3,6,3.09869696322645
46003,1,1,2,2,6,2,1,1,1,2,2,6,3.0483375177883
46004,1,1,2,3,3,2,1,1,1,2,3,3,3.0483375177883
46005,1,1,2,3,9,1,1,1,1,4,3,7,5.267660599976
46006,1,1,2,3,4,2,1,1,1,3,3,4,3.09869696322645
46007,1,1,2,2,2,2,1,1,1,2,2,2,3.0483375177883
46008,1,1,2,3,3,2,1,1,1,4,3,3,5.267660599976
46009,1,1,2,2,2,2,1,1,1,2,2,2,3.0483375177883
46010,1,1,2,3,9,2,1,1,1,4,3,7,5.267660599976
47001,1,1,3,2,3,2,1,1,1,2,2,3,1.22138336175136
47002,1,1,3,2,3,2,1,1,1,2,2,3,1.22138336175136
47003,1,1,3,3,6,2,1,1,1,3,3,6,1.24156097935644
47004,1,1,3,3,5,2,1,1,1,4,3,5,2.11060388641999
47005,1,1,3,2,4,2,1,1,1,2,2,4,1.22138336175136
47006,1,1,3,1,3,2,1,1,1,1,1,3,2.70583821580716
47007,1,1,3,3,4,2,1,1,1,2,3,4,1.22138336175136
47008,1,1,2,1,3,2,1,1,1,1,1,3,8.85223414114817
47009,1,1,2,3,4,2,1,1,1,2,3,4,3.99579377331709
47010,1,1,2,2,3,1,1,1,1,2,2,3,3.99579377331709
48001,1,1,3,3,8,2,1,1,1,4,3,7,1.74070423622266
48004,1,1,3,1,2,2,1,1,1,1,1,2,2.23161914705744
48006,1,1,3,1,3,2,1,1,1,1,1,3,2.23161914705744
48007,1,1,3,2,4,2,1,1,1,2,2,4,1.00732648391864
48010,1,1,3,3,4,2,1,1,1,3,3,4,1.02396781802593
48011,1,1,3,3,6,2,1,1,1,3,3,6,1.02396781802593
48013,1,1,3,3,4,2,1,1,1,4,3,4,1.74070423622266
48014,1,1,3,3,6,1,1,1,1,3,3,6,1.02396781802593
48018,1,1,3,1,3,2,1,1,1,1,1,3,2.23161914705744
48019,1,1,3,1,3,2,1,1,1,1,1,3,2.23161914705744
49001,1,1,3,1,4,2,1,1,1,1,1,4,2.72443504203264
49004,1,1,3,3,8,2,1,1,1,3,3,7,1.25009404450666
49006,1,1,3,1,3,2,1,1,1,1,1,3,2.72443504203264
49009,1,1,3,3,7,2,1,1,1,4,3,7,2.12510975505518
49013,1,1,3,1,5,2,1,1,1,1,1,5,2.72443504203264
49016,1,1,3,3,7,1,1,1,1,3,3,7,1.25009404450666
49018,1,1,3,1,5,2,1,1,1,1,1,5,2.72443504203264
49022,1,1,3,2,8,2,1,1,1,2,2,7,1.22977774911734
49024,1,1,3,3,7,2,1,1,1,4,3,7,2.12510975505518
49027,1,1,3,3,7,1,1,1,1,3,3,7,1.25009404450666
50001,1,1,3,3,6,2,1,1,1,4,3,6,1.91477465984494
50003,1,1,3,2,2,1,1,1,1,2,2,2,1.10805913231051
50005,1,1,3,3,5,2,1,1,1,4,3,5,1.91477465984494
50006,1,1,3,3,4,2,1,1,1,3,3,4,1.12636459982853
50008,1,1,3,2,4,2,1,1,1,2,2,4,1.10805913231051
50011,1,1,3,2,5,2,1,1,1,2,2,5,1.10805913231051
50012,1,1,3,3,5,2,1,1,1,3,3,5,1.12636459982853
50015,1,1,3,1,4,2,1,1,1,1,1,4,2.45478106176319
50016,1,1,3,2,4,2,1,1,1,2,2,4,1.10805913231051
50020,1,1,3,1,3,2,1,1,1,1,1,3,2.45478106176319
51001,1,1,2,3,6,2,1,1,1,3,3,6,4.66200353926861
51004,1,1,3,2,6,2,1,1,1,2,2,6,1.40186269012011
51005,1,1,2,3,5,2,1,1,1,3,3,5,4.66200353926861
51007,1,1,2,3,6,2,1,1,1,3,3,6,4.66200353926861
51008,1,1,2,2,6,2,1,1,1,2,2,6,4.58623752676257
51011,1,1,2,3,7,2,1,1,1,3,3,7,4.66200353926861
51013,1,1,2,3,6,2,1,1,1,3,3,6,4.66200353926861
51015,1,1,2,3,6,2,1,1,1,3,3,6,4.66200353926861
51016,1,1,2,3,7,2,1,1,1,3,3,7,4.66200353926861
51019,1,1,2,3,6,2,1,1,1,3,3,6,4.66200353926861
52002,1,1,1,3,9,2,1,1,1,2,3,7,.771613739484465
52005,1,1,1,3,9,2,1,1,1,3,3,7,.784361028715444
52008,1,1,1,2,6,1,1,1,1,2,2,6,.771613739484465
52011,1,1,1,2,6,1,1,1,1,2,2,6,.771613739484465
52015,1,1,1,3,7,2,1,1,1,2,3,7,.771613739484465
52018,1,1,1,2,6,2,1,1,1,2,2,6,.771613739484465
52022,1,1,1,2,5,2,1,1,1,2,2,5,.771613739484465
52025,1,1,1,3,8,2,1,1,1,3,3,7,.784361028715444
52026,1,1,1,3,7,2,1,1,1,2,3,7,.771613739484465
52030,1,1,1,3,7,2,1,1,1,2,3,7,.771613739484465
53005,1,1,1,3,4,2,1,1,1,2,3,4,1.13711498450342
53011,1,1,1,3,6,2,1,1,1,3,3,6,1.15590046337013
53017,1,1,1,3,6,2,1,1,1,4,3,6,1.96498444367045
53022,1,1,1,1,1,2,1,1,1,1,1,1,2.51915105215155
53027,1,1,1,3,8,1,1,1,1,4,3,7,1.96498444367045
53030,1,1,1,3,11,2,1,1,1,4,3,7,1.96498444367045
53034,1,1,1,3,6,2,1,1,1,4,3,6,1.96498444367045
53038,1,1,1,3,6,2,1,1,1,4,3,6,1.96498444367045
53044,1,1,1,3,5,2,1,1,1,3,3,5,1.15590046337013
53049,1,1,1,3,7,2,1,1,1,4,3,7,1.96498444367045
54003,1,1,1,2,7,2,1,1,1,2,2,7,.805456447356589
54008,1,1,1,3,6,2,1,1,1,2,3,6,.805456447356589
54011,1,1,1,2,5,1,1,1,1,2,2,5,.805456447356589
54012,1,1,1,3,7,2,1,1,1,3,3,7,.818762828220507
54016,1,1,1,3,7,2,1,1,1,2,3,7,.805456447356589
54020,1,1,1,2,6,1,1,1,1,2,2,6,.805456447356589
54022,1,1,1,1,4,2,1,1,1,1,1,4,1.78439866194068
54024,1,1,1,1,4,2,1,1,1,1,1,4,1.78439866194068
54027,1,1,1,2,6,2,1,1,1,2,2,6,.805456447356589
54029,1,1,1,3,9,1,1,1,1,4,3,7,1.39186398093323
55001,1,1,1,3,5,2,1,1,1,4,3,5,1.96498444367045
55003,1,1,1,3,4,2,1,1,1,3,3,4,1.15590046337013
55006,1,1,1,3,6,2,1,1,1,4,3,6,1.96498444367045
55010,1,1,1,3,5,2,1,1,1,4,3,5,1.96498444367045
55013,1,1,1,3,5,2,1,1,1,3,3,5,1.15590046337013
55015,1,1,1,3,5,2,1,1,1,3,3,5,1.15590046337013
55019,1,1,1,3,4,2,1,1,1,4,3,4,1.96498444367045
55020,1,1,1,3,4,2,1,1,1,3,3,4,1.15590046337013
55023,1,1,1,3,4,2,1,1,1,3,3,4,1.15590046337013
55026,1,1,1,3,5,2,1,1,1,3,3,5,1.15590046337013
56001,1,1,1,2,5,1,1,1,1,2,2,5,1.13711498450342
56004,1,1,1,3,8,2,1,1,1,2,3,7,1.13711498450342
56007,1,1,1,2,6,2,1,1,1,2,2,6,1.13711498450342
56009,1,1,1,3,7,2,1,1,1,2,3,7,1.13711498450342
56011,1,1,1,2,5,1,1,1,1,2,2,5,1.13711498450342
56012,1,1,1,3,7,2,1,1,1,2,3,7,1.13711498450342
56014,1,1,1,3,7,2,1,1,1,2,3,7,1.13711498450342
56016,1,1,1,3,7,2,1,1,1,4,3,7,1.96498444367045
56017,1,1,1,3,8,2,1,1,1,3,3,7,1.15590046337013
56021,1,1,1,3,6,2,1,1,1,2,3,6,1.13711498450342
57002,1,1,1,3,8,2,1,1,1,3,3,7,1.45175593911367
57004,1,1,1,2,8,2,1,1,1,2,2,7,1.4281622722037
57005,1,1,1,2,5,2,1,1,1,2,2,5,1.4281622722037
57009,1,1,1,1,4,2,1,1,1,1,1,4,3.16393376192843
57011,1,1,1,2,6,2,1,1,1,2,2,6,1.4281622722037
57014,1,1,1,3,9,2,1,1,1,3,3,7,1.45175593911367
57018,1,1,1,2,7,1,1,1,1,2,2,7,1.4281622722037
57021,1,1,1,3,7,2,1,1,1,2,3,7,1.4281622722037
57023,1,1,1,3,7,2,1,1,1,2,3,7,1.4281622722037
57025,1,1,1,2,6,2,1,1,1,2,2,6,1.4281622722037
58003,1,1,1,3,8,2,1,1,1,3,3,7,1.54808097772785
58007,1,1,1,3,9,2,1,1,1,3,3,7,1.54808097772785
58008,1,1,1,3,9,2,1,1,1,3,3,7,1.54808097772785
58011,1,1,1,2,4,1,1,1,1,2,2,4,1.52292185424565
58013,1,1,1,2,5,2,1,1,1,2,2,5,1.52292185424565
58018,1,1,1,3,6,2,1,1,1,2,3,6,1.52292185424565
58020,1,1,1,2,5,2,1,1,1,2,2,5,1.52292185424565
58023,1,1,1,1,3,2,1,1,1,1,1,3,3.37386301627439
58028,1,1,1,1,3,2,1,1,1,1,1,3,3.37386301627439
58030,1,1,1,3,6,2,1,1,1,2,3,6,1.52292185424565
59001,1,1,3,3,4,2,1,1,1,3,3,4,.488118588781339
59003,1,1,2,3,5,2,1,1,1,2,3,5,1.5709427487837
59004,1,1,3,3,4,2,1,1,1,2,3,4,.480185776463518
59005,1,1,1,3,6,2,1,1,1,4,3,6,1.35677497301054
59006,1,1,3,2,1,2,1,1,1,2,2,1,.480185776463518
59007,1,1,1,3,6,2,1,1,1,2,3,6,.785150822633313
59008,1,1,1,3,5,2,1,1,1,2,3,5,.785150822633313
59009,1,1,1,3,6,2,1,1,1,2,3,6,.785150822633313
59010,1,1,3,3,5,2,1,1,1,2,3,5,.480185776463518
59011,1,1,1,3,5,2,1,1,1,4,3,5,1.35677497301054
60003,1,1,3,3,4,2,1,1,1,4,3,4,1.03722753820129
60007,1,1,3,3,4,2,1,1,1,4,3,4,1.03722753820129
60010,1,1,2,1,2,2,1,1,1,1,1,2,4.35030992072069
60012,1,1,2,2,4,1,1,1,1,2,2,4,1.96367843597963
60015,1,1,2,1,2,2,1,1,1,1,1,2,4.35030992072069
60018,1,1,1,3,4,2,1,1,1,4,3,4,1.69596871626318
60021,1,1,1,3,7,2,1,1,1,3,3,7,.997652185646836
60025,1,1,1,3,7,2,1,1,1,3,3,7,.997652185646836
60028,1,1,1,3,6,2,1,1,1,3,3,6,.997652185646836
60032,1,1,1,3,4,2,1,1,1,4,3,4,1.69596871626318
61002,1,1,1,3,8,2,1,1,1,2,3,7,1.1574206092267
61006,1,1,3,3,7,2,1,1,1,2,3,7,.707860067028117
61009,1,1,3,1,2,2,1,1,1,1,1,2,1.56818479831102
61012,1,1,2,3,6,2,1,1,1,2,3,6,2.31578629346563
61016,1,1,3,3,6,2,1,1,1,2,3,6,.707860067028117
61019,1,1,3,2,5,1,1,1,1,2,2,5,.707860067028117
61021,1,1,5,1,2,2,1,1,1,1,1,2,1.56818479831102
61024,1,1,3,3,7,2,1,1,1,2,3,7,.707860067028117
61025,1,1,3,3,8,2,1,1,1,3,3,7,.719554126565595
61029,1,1,3,3,7,2,1,1,1,3,3,7,.719554126565595
62001,1,1,3,3,6,2,1,1,1,4,3,6,1.37213172765186
62002,1,1,3,3,6,2,1,1,1,4,3,6,1.37213172765186
62003,1,1,1,3,6,2,1,1,1,3,3,6,1.31977812646697
62004,1,1,3,1,2,2,1,1,1,1,1,2,1.75910150156101
62007,1,1,3,2,6,2,1,1,1,2,2,6,.794037608415379
62011,1,1,3,2,3,2,1,1,1,2,2,3,.794037608415379
62014,1,1,2,1,3,2,1,1,1,1,1,3,5.75495544371202
62018,1,1,3,2,6,2,1,1,1,2,2,6,.794037608415379
62022,1,1,3,3,5,2,1,1,1,2,3,5,.794037608415379
62025,1,1,2,1,4,2,1,1,1,1,1,4,5.75495544371202
62028,1,1,3,3,6,1,1,1,1,3,3,6,.807155346652528
63004,1,1,3,3,6,2,1,1,1,4,3,6,1.55941795398539
63008,1,1,2,2,5,2,1,1,1,2,2,5,2.9522889589211
63011,1,1,3,3,7,2,1,1,1,3,3,7,.917326313399413
63015,1,1,3,3,6,1,1,1,1,3,3,6,.917326313399413
63018,1,1,2,1,2,2,1,1,1,1,1,2,6.54046594977318
63022,1,1,2,1,3,2,1,1,1,1,1,3,6.54046594977318
63025,1,1,1,3,7,2,1,1,1,3,3,7,1.49991845842076
63029,1,1,3,2,6,2,1,1,1,2,2,6,.902418097146956
63032,1,1,3,1,3,1,1,1,1,1,1,3,1.99920635106318
63036,1,1,3,3,6,2,1,1,1,3,3,6,.917326313399413
64001,1,1,3,3,9,1,1,1,1,3,3,7,.938365907743437
64003,1,1,3,3,9,2,1,1,1,4,3,7,.405385732031068
64006,1,1,3,1,2,2,1,1,1,1,1,2,2.04505970773894
64007,1,1,3,3,6,2,1,1,1,3,3,6,.938365907743437
64009,1,1,3,3,6,2,1,1,1,2,3,6,.923115759925555
64012,1,1,3,1,4,2,1,1,1,1,1,4,2.04505970773894
64014,1,1,3,3,8,2,1,1,1,2,3,7,.923115759925555
64015,1,1,3,1,3,2,1,1,1,1,1,3,2.04505970773894
64016,1,1,3,1,4,2,1,1,1,1,1,4,2.04505970773894
64019,1,1,3,3,4,1,1,1,1,4,3,4,1.59518442081992
65001,1,1,3,3,5,2,1,1,1,3,3,5,1.11930641910204
65003,1,1,3,3,5,2,1,1,1,4,3,5,1.90277603559685
65006,1,1,3,3,6,2,1,1,1,2,3,6,1.10111565982151
65007,1,1,3,3,7,2,1,1,1,2,3,7,1.10111565982151
65010,1,1,2,1,4,2,1,1,1,1,1,4,7.98056854421866
65012,1,1,3,3,8,2,1,1,1,3,3,7,1.11930641910204
65014,1,1,3,1,3,2,1,1,1,1,1,3,2.43939857515048
65016,1,1,3,1,3,2,1,1,1,1,1,3,2.43939857515048
65017,1,1,3,2,4,1,1,1,1,3,2,4,1.11930641910204
65019,1,1,3,1,5,2,1,1,1,1,1,5,2.43939857515048
66002,1,1,3,3,6,2,1,1,1,3,3,6,.942573826612242
66005,1,1,1,3,6,2,1,1,1,2,3,6,1.51615331267123
66009,1,1,2,2,7,1,1,1,1,3,2,7,3.08365968066592
66011,1,1,4,1,4,2,1,1,1,1,1,4,2.05423037907409
66015,1,1,4,1,4,2,1,1,1,1,1,4,2.05423037907409
66018,1,1,3,2,5,2,1,1,1,2,2,5,.927255292481276
66020,1,1,3,3,7,2,1,1,1,3,3,7,.942573826612242
66022,1,1,3,1,4,2,1,1,1,1,1,4,2.05423037907409
66024,1,1,3,1,3,2,1,1,1,1,1,3,2.05423037907409
66025,1,1,3,2,6,2,1,1,1,3,2,6,.942573826612242
67001,1,1,1,3,9,2,1,1,1,3,3,7,.599097167257329
67004,1,1,1,3,9,2,1,1,1,2,3,7,.58936075176892
67009,1,1,1,2,3,2,1,1,1,2,2,3,.58936075176892
67011,1,1,1,3,8,2,1,1,1,2,3,7,.58936075176892
67012,1,1,1,3,9,1,1,1,1,3,3,7,.599097167257329
67014,1,1,1,3,9,2,1,1,1,3,3,7,.599097167257329
67016,1,1,1,2,5,2,1,1,1,2,2,5,.58936075176892
67018,1,1,1,3,7,2,1,1,1,2,3,7,.58936075176892
67021,1,1,1,2,7,1,1,1,1,2,2,7,.58936075176892
67023,1,1,1,3,9,2,1,1,1,2,3,7,.58936075176892
68001,1,1,1,1,4,1,1,1,1,1,1,4,1.4120648934729
68002,1,1,1,3,6,1,1,1,1,3,3,6,.64791925171775
68003,1,1,1,2,4,2,1,1,1,2,2,4,.637389388813302
68004,1,1,1,3,8,2,1,1,1,4,3,7,1.10143675059009
68006,1,1,1,3,6,1,1,1,1,3,3,6,.64791925171775
68007,1,1,1,2,4,2,1,1,1,2,2,4,.637389388813302
68008,1,1,1,3,7,2,1,1,1,3,3,7,.64791925171775
68009,1,1,1,3,5,2,1,1,1,4,3,5,1.10143675059009
68011,1,1,1,3,4,2,1,1,1,3,3,4,.64791925171775
68012,1,1,1,5,6,1,1,1,1,2,5,6,.637389388813302
68013,1,1,1,3,8,2,1,1,1,4,3,7,1.10143675059009
68014,1,1,1,3,5,2,1,1,1,3,3,5,.64791925171775
68015,1,1,1,3,5,2,1,1,1,4,3,5,1.10143675059009
69001,1,1,1,3,8,2,1,1,1,4,3,7,3.24691143519024
69002,1,1,1,2,5,1,1,1,1,2,2,5,1.87895209969893
69003,1,1,1,3,6,1,1,1,1,3,3,6,1.90999294907782
69005,1,1,1,2,5,2,1,1,1,2,2,5,1.87895209969893
69006,1,1,1,2,5,2,1,1,1,2,2,5,1.87895209969893
69007,1,1,1,1,3,2,1,1,1,1,1,3,4.16260820005462
69008,1,1,1,2,5,2,1,1,1,2,2,5,1.87895209969893
69014,1,1,1,2,5,2,1,1,1,2,2,5,1.87895209969893
69017,1,1,1,4,7,2,1,1,1,4,4,7,3.24691143519024
69018,1,1,1,3,6,2,1,1,1,4,3,6,3.24691143519024
70001,1,1,1,3,5,2,1,1,1,3,3,5,1.0736295769661
70002,1,1,1,3,7,1,1,1,1,3,3,7,1.0736295769661
70003,1,1,1,2,5,1,1,1,1,2,2,5,1.05618114920965
70004,1,1,1,3,7,2,1,1,1,4,3,7,1.82512723530879
70005,1,1,3,3,8,2,1,1,1,3,3,7,.656614802135204
70006,1,1,3,3,5,2,1,1,1,3,3,5,.656614802135204
70007,1,1,3,3,6,2,1,1,1,2,3,6,.645943620766252
70008,1,1,3,3,7,2,1,1,1,3,3,7,.656614802135204
70013,1,1,3,2,4,2,1,1,1,2,2,4,.645943620766252
70018,1,1,3,3,4,1,1,1,1,4,3,4,1.11621883766499
71001,1,1,3,3,6,2,1,1,1,2,3,6,.553156139330215
71003,1,1,3,3,7,2,1,1,1,2,3,7,.553156139330215
71006,1,1,3,3,8,2,1,1,1,3,3,7,.562294443817439
71009,1,1,3,2,6,1,1,1,1,2,2,6,.553156139330215
71011,1,1,3,2,6,2,1,1,1,2,2,6,.553156139330215
71014,1,1,3,2,5,2,1,1,1,2,2,5,.553156139330215
71016,1,1,3,3,8,1,1,1,1,3,3,7,.562294443817439
71019,1,1,3,1,3,2,1,1,1,1,1,3,1.22545555145097
71021,1,1,3,1,4,2,1,1,1,1,1,4,1.22545555145097
71023,1,1,3,3,7,2,1,1,1,3,3,7,.562294443817439
72001,1,1,3,2,4,2,1,1,1,2,2,4,.720887355772284
72002,1,1,3,3,8,2,1,1,1,4,3,7,1.24572489065375
72003,1,1,3,2,3,2,1,1,1,2,2,3,.720887355772284
72004,1,1,3,3,5,2,1,1,1,3,3,5,.732796630007247
72005,1,1,3,3,7,2,1,1,1,4,3,7,1.24572489065375
72006,1,1,3,3,8,2,1,1,1,4,3,7,1.24572489065375
72007,1,1,3,3,5,2,1,1,1,3,3,5,.732796630007247
72011,1,1,3,1,3,2,1,1,1,1,1,3,1.5970452993103
72012,1,1,3,3,5,2,1,1,1,4,3,5,1.24572489065375
72013,1,1,3,2,4,1,1,1,1,2,2,4,.720887355772284
73001,1,1,3,3,5,1,1,1,1,4,3,5,1.53557177115238
73002,1,1,3,2,4,2,1,1,1,2,2,4,.888618572214344
73003,1,1,3,2,4,2,1,1,1,2,2,4,.888618572214344
73004,1,1,3,3,9,2,1,1,1,4,3,7,1.53557177115238
73006,1,1,3,2,4,2,1,1,1,2,2,4,.888618572214344
73007,1,1,3,1,4,2,1,1,1,1,1,4,1.96863504716962
73008,1,1,3,2,5,2,1,1,1,2,2,5,.888618572214344
73009,1,1,3,3,7,2,1,1,1,3,3,7,.903298816197046
73010,1,1,3,2,4,2,1,1,1,2,2,4,.888618572214344
73013,1,1,3,3,7,2,1,1,1,4,3,7,1.53557177115238
74002,1,1,1,2,5,2,1,1,1,2,2,5,1.12620420882576
74005,1,1,3,2,6,2,1,1,1,2,2,6,.68876861219827
74008,1,1,3,2,6,2,1,1,1,2,2,6,.68876861219827
74012,1,1,3,3,6,2,1,1,1,2,3,6,.68876861219827
74014,1,1,3,3,8,2,1,1,1,3,3,7,.700147275204942
74015,1,1,2,3,7,2,1,1,1,2,3,7,2.25332800336475
74018,1,1,3,2,6,2,1,1,1,2,2,6,.68876861219827
74022,1,1,3,3,7,2,1,1,1,2,3,7,.68876861219827
74026,1,1,1,3,9,2,1,1,1,4,3,7,1.946130145937
74028,1,1,3,3,7,2,1,1,1,4,3,7,1.19022229651571
75001,1,1,3,3,5,2,1,1,1,4,3,5,1.46885653173393
75002,1,1,3,3,6,2,1,1,1,4,3,6,1.46885653173393
75003,1,1,3,3,5,2,1,1,1,2,3,5,.850011193574876
75004,1,1,3,2,5,2,1,1,1,2,2,5,.850011193574876
75005,1,1,3,3,4,2,1,1,1,3,3,4,.864053632141752
75006,1,1,3,1,3,2,1,1,1,1,1,3,1.88310471835867
75008,1,1,3,3,6,1,1,1,1,3,3,6,.864053632141752
75009,1,1,3,3,8,1,1,1,1,3,3,7,.864053632141752
75010,1,1,3,3,7,2,1,1,1,4,3,7,1.46885653173393
75012,1,1,3,3,6,2,1,1,1,4,3,6,1.46885653173393
75016,1,1,3,3,5,1,1,1,1,4,3,5,1.46885653173393
76001,1,1,3,3,5,2,1,1,1,3,3,5,.656614802135204
76004,1,1,2,2,4,2,1,1,1,2,2,4,2.11322470781875
76005,1,1,2,3,5,2,1,1,1,3,3,5,2.14813581059229
76007,1,1,2,3,7,2,1,1,1,3,3,7,2.14813581059229
76008,1,1,2,3,4,2,1,1,1,3,3,4,2.14813581059229
76010,1,1,2,2,4,2,1,1,1,2,2,4,2.11322470781875
76012,1,1,2,3,5,2,1,1,1,3,3,5,2.14813581059229
76013,1,1,2,2,5,2,1,1,1,2,2,5,2.11322470781875
76014,1,1,2,2,4,2,1,1,1,2,2,4,2.11322470781875
76015,1,1,2,3,4,2,1,1,1,3,3,4,2.14813581059229
77003,1,1,3,3,7,2,1,1,1,3,3,7,.975852937979946
77006,1,1,3,3,8,2,1,1,1,3,3,7,.975852937979946
77009,1,1,3,3,6,2,1,1,1,2,3,6,.959993557934377
77012,1,1,3,3,6,2,1,1,1,2,3,6,.959993557934377
77013,1,1,5,3,9,2,1,1,1,4,3,7,1.65891086923692
77016,1,1,2,3,6,2,1,1,1,4,3,6,5.42717866426475
77018,1,1,5,1,2,2,1,1,1,1,1,2,2.12675834413104
77021,1,1,3,1,2,2,1,1,1,1,1,2,2.12675834413104
77023,1,1,5,1,1,2,1,1,1,1,1,1,2.12675834413104
77026,1,1,5,1,2,2,1,1,1,1,1,2,2.12675834413104
78001,1,1,3,3,4,2,1,1,1,3,3,4,.957714407534218
78003,1,1,3,2,4,2,1,1,1,2,2,4,.942149811504367
78005,1,1,3,3,5,2,1,1,1,3,3,5,.957714407534218
78006,1,1,3,3,4,2,1,1,1,3,3,4,.957714407534218
78007,1,1,3,3,5,2,1,1,1,3,3,5,.957714407534218
78010,1,1,3,1,3,2,1,1,1,1,1,3,2.08722751989068
78011,1,1,3,1,3,2,1,1,1,1,1,3,2.08722751989068
78012,1,1,3,2,4,2,1,1,1,2,2,4,.942149811504367
78013,1,1,3,3,5,2,1,1,1,3,3,5,.957714407534218
78014,1,1,3,3,4,2,1,1,1,2,3,4,.942149811504367
79002,1,1,3,3,7,2,1,1,1,3,3,7,1.09193953283257
79005,1,1,3,2,3,2,1,1,1,2,2,3,1.07419353508642
79009,1,1,3,3,7,2,1,1,1,3,3,7,1.09193953283257
79012,1,1,3,3,6,2,1,1,1,2,3,6,1.07419353508642
79013,1,1,5,2,7,1,1,1,1,2,2,7,1.07419353508642
79016,1,1,3,3,7,2,1,1,1,2,3,7,1.07419353508642
79019,1,1,5,3,7,2,1,1,1,2,3,7,1.07419353508642
79022,1,1,3,2,4,2,1,1,1,2,2,4,1.07419353508642
79023,1,1,3,1,3,2,1,1,1,1,1,3,2.3797556192693
79026,1,1,2,1,3,2,1,1,1,1,1,3,7.78544475328169
80001,1,1,1,3,8,2,1,1,1,4,3,7,1.63203338767389
80002,1,1,1,3,6,2,1,1,1,4,3,6,1.63203338767389
80003,1,1,1,4,7,1,1,1,1,4,4,7,1.63203338767389
80005,1,1,1,3,6,2,1,1,1,3,3,6,.960042281822848
80006,1,1,1,3,5,2,1,1,1,2,3,5,.944439853613981
80007,1,1,1,3,5,2,1,1,1,3,3,5,.960042281822848
80009,1,1,1,3,6,2,1,1,1,2,3,6,.944439853613981
